Name,NameC,Category,CategoryIndex,Cmd,ObjectCode,DataType,Access,LowerLimit,UpperLimit,DefaultValue,Unit,VariableName,NonVolatile,DriveStatus,Effective,Public,Transform,402Index,402SubIndex,402ObjectCode,402DataType,402LowerLimit,402UpperLimit,402DefaultValue,402Unit,Description,InternalNotes,PDOMapping,ModbusStartAddress,ModbusLength,正确性,备注,ParamsType
Touch Probe 1 Positive Edge Counter,探针1上升沿计数值,Calc,20,,Val,UNS16,RO,0,65535,0,-,touch_probe_1_positive_edge_counter,N,Enabled|Disabled,只读,Y,1,0x60D5,0x00,Val,UNS16,0,65535,0,-,,,,61602,1,,,探针功能参数
Touch Probe 1 Negative Edge Counter,探针1下降沿计数值,Calc,21,,Val,UNS16,RO,0,65535,0,-,touch_probe_1_negative_edge_counter,N,Enabled|Disabled,只读,Y,1,0x60D6,0x00,Val,UNS16,0,65535,0,-,,,,61603,1,,,探针功能参数
Touch Probe 2 Positive Edge Counter,探针2上升沿计数值,Calc,22,,Val,UNS16,RO,0,65535,0,-,touch_probe_2_positive_edge_counter,N,Enabled|Disabled,只读,Y,1,0x60D7,0x00,Val,UNS16,0,65535,0,-,,,,61604,1,,,探针功能参数
Touch Probe 2 Negative Edge Counter,探针2下降沿计数值,Calc,23,,Val,UNS16,RO,0,65535,0,-,touch_probe_2_negative_edge_counter,N,Enabled|Disabled,只读,Y,1,0x60D8,0x00,Val,UNS16,0,65535,0,-,,,,61605,1,,,探针功能参数
Torque Max Record Value,力矩最大记录值,Calc,24,,Val,REAL32,RW,-3.40282347e+38,3.40282347e+38,0,mN·m,torque_max_record_value,N,Enabled|Disabled,使能,Y,,0x3660,0x00,Val,INTEGER32,0,0,0,‰,,http://只有速动的改为只读了，主线的目前还是可读可写,,1199,2,疑问,"目前是只读,单位换算？",力矩模式参数
Drive Temperature Status,驱动器温度状态,Status,1,,Val,INTEGER8,RO,-128,127,0,,drive_temp_status,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Motor Temperature Status,电机温度状态,Status,2,,Val,INTEGER8,RO,-128,127,0,,motor_temp_status,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Motor Operation Status,电机运行状态,Status,3,,Val,INTEGER8,RO,-128,127,0,,motor_op_status,N,Enabled|Disabled,只读,Y,1,0x3005,0x00,Val,UNS8,0,127,0,,,,,4,1,错误,前后数据类型不一致,监控参数
Position Feedback Status,位置反馈状态,Status,4,,Val,INTEGER8,RO,-128,127,0,,position_fb_status,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Encoder1 Status,编码器1状态,Status,5,,Val,UNS8,RO,0,255,0,,enc1_status,N,Enabled|Disabled,只读,Y,1,0x3006,0x00,Val,UNS8,0,255,0,,"0：正常
1：错误
2：编码器未连接
3：编码器未准备好",https://hs9e67ygio.feishu.cn/wiki/wikcntwPicGV0vq98vYf5GGmu5f?from=from_copylink,,5,1,,,编码器参数
Encoder2 Status,编码器2状态,Status,6,,Val,UNS8,RO,0,255,0,,enc2_status,N,Enabled|Disabled,只读,Y,1,0x358A,0x00,Val,UNS8,0,255,0,,"0：正常
1：错误
2：编码器未连接
3：编码器未准备好",https://hs9e67ygio.feishu.cn/wiki/wikcntwPicGV0vq98vYf5GGmu5f?from=from_copylink,,531,1,,,编码器参数
Hall Status,霍尔状态,Status,7,,Val,INTEGER8,RO,-128,127,0,,hall_status,N,Enabled|Disabled,只读,Y,1,0x3007,0x00,Val,UNS8,0,127,0,,,,,6,1,错误,前后数据类型不一致,霍尔参数
App Now,当前应用,Status,8,,Val,INTEGER8,RO,-128,127,0,,app_now,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
App Running Step,应用运行步骤,Status,9,,Val,INTEGER8,RO,-128,127,0,,app_running_step,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
App Running State,应用运行状态,Status,10,,Val,INTEGER8,RO,-128,127,0,,app_running_state,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Identification State,辨识状态,Status,11,,Val,INTEGER8,RO,-128,127,0,,ident_state,N,Enabled|Disabled,只读,Y,1,0x3008,0x00,Val,UNS8,0,127,0,,"0：启动开始空闲状态
1：辨识成功
2：电气辨识中
3：方向辨识中
4：机械辨识中
5：转矩脉动辨识中
255：错误状态",https://hs9e67ygio.feishu.cn/wiki/wikcnfZ8eL1qFq9oTIk7Z7Jvfj3#doxcnMgQy80y0CUEyasM7RQQRmb,,7,1,错误,前后数据类型不一致,辨识功能参数
Error Code,错误码,Status,12,,Val,UNS16,RO,0,65535,0,,error_code,N,Enabled|Disabled,只读,Y,1,0x603F,0x00,Val,UNS16,0,65535,0,,,,,61442,1,,,监控参数
DS402 Statusword,402状态字,Status,13,,Val,UNS16,RO,0,65535,0,,ds402_statusword,N,Enabled|Disabled,只读,Y,1,0x6041,0x00,Val,UNS16,0,65535,0,,,https://hs9e67ygio.feishu.cn/wiki/wikcnQQnJMPc4hVJOPgQOpTn5Jc?from=from_copylink,,61444,1,,,控制指令参数
Operation Mode Actual,当前运行模式,Status,14,,Val,INTEGER8,RO,-128,127,0,,op_mode_actual,N,Enabled|Disabled,只读,Y,1,0x6061,,,INTEGER8,-128,127,0,,"0x01：位置模式
0x03：速度模式
0x04：力矩模式
0x06：回零模式
0x0B：力控模式
0x3C：往复运动模式
0x16：模拟量控速度模式
0x17：模拟量控力矩模式
0x1F：脉冲控位置模式
0x3D：参考信号模式
0x2A：PWM控速模式
0x3E：多段运行模式",,,61451,1,,,监控参数
Operation State Actual,当前运行状态,Status,15,,Val,UNS8,RO,0,255,0,,op_state_actual,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Remote State,远程状态,Status,16,,Val,UNS8,RO,0,255,0,,remote_state,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Bus Voltage State,母线电压状态,Status,17,,Val,UNS8,RO,0,255,0,,bus_voltage_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Warning State,警告状态,Status,18,,Val,UNS8,RO,0,255,0,,warning_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Limit Active State,极限激活状态,Status,19,,Val,UNS8,RO,0,255,0,,limit_active_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Target Reached State,目标到达状态,Status,20,,Val,UNS8,RO,0,255,0,,target_reached_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Setpoint acknowledge,设定值确认状态,Status,21,,Val,UNS8,RO,0,255,0,,setpoint_ack_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Position Following Error State,位置跟随误差状态,Status,22,,Val,UNS8,RO,0,255,0,,position_following_error_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Velocity Zero State,零速度状态,Status,23,,Val,UNS8,RO,0,255,0,,velocity_zero_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Velocity Error State,速度误差状态,Status,24,,Val,UNS8,RO,0,255,0,,velocity_error_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Homing Attained State,回零到达状态,Status,25,,Val,UNS8,RO,0,255,0,,homing_attained_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Homing Fault State,回零错误状态,Status,26,,Val,UNS8,RO,0,255,0,,homing_fault_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
IP Mode Active State,插值模式激活状态,Status,27,,Val,UNS8,RO,0,255,0,,ip_mode_active_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Limit detailed State,极限触发具体状态,Status,28,,Val,UNS8,RO,0,255,0,,limit_detailed_state,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Motor Startup Status,电机启动状态,Status,29,,Val,UNS8,RO,0,255,0,,motor_startup_status,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Multi Segment Running Segment,多段运行模式运行段,Status,30,,Val,UNS8,RO,0,255,0,,multi_segment_running_segment,N,Enabled|Disabled,只读,Y,1,0x3613,0x00,Val,UNS8,0,255,0,,读取当前的运行段数,https://hs9e67ygio.feishu.cn/wiki/wikcn6H8xCLIP11aMXtmUganGph?from=from_copylink,,1029,1,,,多段运行参数
Multi Segment  Running State,多段运行模式运行状态,Status,31,,Val,UNS8,RO,0,255,0,,multi_segment_running_state,N,Enabled|Disabled,只读,Y,1,0x3614,0x00,Val,UNS8,0,255,0,,"0：停止
1：目标未到达
2：目标到达
3：完成等待
4：等待超时
5：准备开始",https://hs9e67ygio.feishu.cn/wiki/wikcn6H8xCLIP11aMXtmUganGph?from=from_copylink,,1030,1,,,多段运行参数
Positive Limit Switch State,正极限开关状态,Status,32,,Val,UNS8,RO,0,255,0,,positive_limit_switch_state,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Negative Limit Switch State,负极限开关状态,Status,33,,Val,UNS8,RO,0,255,0,,negative_limit_switch_state,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Home Switch State,回零开关状态,Status,34,,Val,UNS8,RO,0,255,0,,home_switch_state,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Position Error Correction Status,位置误差补偿状态,Status,35,,Val,INTEGER8,RO,-128,127,0,,position_error_correction_status,N,Enabled|Disabled,只读,Y,1,0x3633,0x00,,,#N/A,#N/A,0,,,,,1081,1,疑问,402DataType?,位置误差补偿参数
Database Read Write Error Code,数据库读写错误码,Status,36,,Val,UNS32,RO,0,4294967295,0,,database_rw_error_code,N,Enabled|Disabled,只读,Y,1,0x363A,0x00,,,#N/A,#N/A,0,,,,,1093,2,疑问,402DataType?,监控参数
Script Running Status,脚本运行状态,Status,37,,Val,INTEGER8,RO,-128,127,0,,script_running_status,N,Enabled|Disabled,只读,Y,1,0x3640,0x00,,INTEGER8,-128,127,0,,,,,1103,1,,,
Warning Code Segment1,警告码段1,Status,38,,Val,UNS32,RO,0,4294967295,0,,warning_code_segment1,N,Enabled|Disabled,只读,Y,1,0x3641,0x00,,UNS32,0,4294967295,0,,,,,1105,2,,,监控参数
Warning Code Segment2,警告码段2,Status,39,,Val,UNS32,RO,0,4294967295,0,,warning_code_segment2,N,Enabled|Disabled,只读,Y,1,0x3642,0x00,,UNS32,0,4294967295,0,,,,,1107,2,,,监控参数
Communication Status,通信状态,Status,40,,Val,UNS8,RO,0,255,0,,communication_status,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Touch Probe Digital Input Status,探针数字输入状态,Status,41,,Val,UNS16,RO,0,65535,0,,touch_probe_digital_input_status,N,Enabled|Disabled,只读,N,,x,,,,-,-,-,,,,,,,,,
Touch Probe Status,探针状态,Status,42,,Val,UNS16,RO,0,655345,0,,touch_probe_status,N,Enabled|Disabled,只读,Y,1,0x60B9,0x00,Val,UNS16,0,65535,0,,,,,61570,1,,,监控参数
Zero Pulse Status,Z 相状态,Status,43,,Val,UNS32,RO,0,4294967295,0,,zero_pulse_status,N,Enabled|Disabled,只读,N,,,,,,-,-,-,,,,,,,,,
Debug Data,调试数据,Debug,0,,Val,UNS32,RW,0,4294967295,0,,debug_data_[10],Y,Disabled,立即,,1,0x35B5,,,UNS32,0,4294967295,0,,,,,,,疑问,是否对用户开放,
Debug Parameter 1,调试参数1,Debug,1,,Val,UNS32,RW,0,4294967295,0,,debug_param1,Y,Disabled,立即,,1,0x35B5,0x01,,UNS32,0,4294967295,0,,,,,799,2,疑问,是否对用户开放,
Debug Parameter 2,调试参数2,Debug,2,,Val,UNS32,RW,0,4294967295,0,,debug_param2,Y,Disabled,立即,,1,0x35B5,0x02,,UNS32,0,4294967295,0,,,,,801,2,疑问,是否对用户开放,
Debug Parameter 3,调试参数3,Debug,3,,Val,UNS32,RW,0,4294967295,0,,debug_param3,Y,Disabled,立即,,1,0x35B5,0x03,,UNS32,0,4294967295,0,,,,,803,2,疑问,是否对用户开放,
Debug Parameter 4,调试参数4,Debug,4,,Val,UNS32,RW,0,4294967295,0,,debug_param4,Y,Disabled,立即,,1,0x35B5,0x04,,UNS32,0,4294967295,0,,,,,805,2,疑问,是否对用户开放,
Debug Parameter 5,调试参数5,Debug,5,,Val,UNS32,RW,0,4294967295,0,,debug_param5,Y,Disabled,立即,,1,0x35B5,0x05,,UNS32,0,4294967295,0,,,,,806,1,疑问,是否对用户开放,
Debug Parameter 6,调试参数6,Debug,6,,Val,UNS32,RW,0,4294967295,0,,debug_param6,Y,Disabled,立即,,1,0x35B5,0x06,,UNS32,0,4294967295,0,,,,,807,1,疑问,是否对用户开放,
Debug Parameter 7,调试参数7,Debug,7,,Val,UNS32,RW,0,4294967295,0,,debug_param7,Y,Disabled,立即,,1,0x35B5,0x07,,UNS32,0,4294967295,0,,,,,809,2,疑问,是否对用户开放,
Debug Parameter 8,调试参数8,Debug,8,,Val,UNS32,RW,0,4294967295,0,,debug_param8,Y,Disabled,立即,,1,,,,,#N/A,#N/A,0,,,,,,,疑问,是否对用户开放,
Debug Parameter 9,调试参数9,Debug,9,,Val,UNS32,RW,0,4294967295,0,,debug_param9,Y,Disabled,立即,,1,,,,,#N/A,#N/A,0,,,,,,,疑问,是否对用户开放,
Debug Parameter 10,调试参数10,Debug,10,,Val,UNS32,RW,0,4294967295,0,,debug_param10,Y,Disabled,立即,,1,,,,,#N/A,#N/A,0,,,,,,,疑问,是否对用户开放,
,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,0,,,,,,,,,速度模式参数
,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,0,,,,,,,,,GPO输出参数
,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,0,,,,,,,,,速度模式参数
Dynamic Braking Enable,动态制动开关,Service,137,,Val,UNS8,RW,N,1,1,-,dynamic_braking_enable,Y,Disabled,立即,Y,1,0x366E,0x00,Val,UNS8,#VALUE!,1,1,,"0：关闭
1：开启",,,1265,1,,,
Analog Input 1 Deadzone,模拟输入信号1死区,Service,138,,Val,UNS32,RW,N,65535,0,ADC,analog_input1_deadzone,Y,Enabled|Disabled,立即,Y,1,0x366F,0x00,Val,UNS32,#VALUE!,65535,0,,,,,1267,2,,,
Analog Input 2 Deadzone,模拟输入信号2死区,Service,139,,Val,UNS32,RW,N,65535,0,ADC,analog_input2_deadzone,Y,Enabled|Disabled,立即,Y,1,0x3670,0x00,Val,UNS32,#VALUE!,65535,0,,,,,1269,2,,,
Motor Brake Voltage Adjustable Enable,电机抱闸调压使能,Service,140,,Val,UNS8,RW,N,1,0,-,motor_brake_voltage_adjustable_enable,Y,Disabled,,Y,1,0x3678,0x01,Struct,UNS8,#VALUE!,1,0,,,,,,,,,
Motor Brake Power Supply Voltage,电机抱闸供电电压,Service,141,,Val,REAL32,RW,0,N,24,V,motor_brake_power_supply_voltage,Y,Disabled,,Y,1000,0x3678,0x02,Struct,UNS32,0,#VALUE!,24000,mV,,,,,,,,
Motor Brake Disengage Pull Voltage,电机松闸强拉电压,Service,142,,Val,REAL32,RW,0,48,24,ms,motor_brake_disengage_pull_voltage,Y,Disabled,,Y,1000,0x3678,0x03,Struct,UNS32,0,48000,24000,mV,,,,,,,,
Motor Brake Disengage Pull Time,电机松闸强拉持续时间,Service,143,,Val,UNS32,RW,N,N,100,V,motor_brake_disengage_pull_time,Y,Disabled,,Y,1,0x3678,0x04,Struct,UNS32,#VALUE!,#VALUE!,100,ms,,,,,,,,
Motor Brake Disengage Hold Voltage,电机松闸保持电压,Service,144,,Val,REAL32,RW,0,48,24,V,motor_brake_disengage_hold_voltage,Y,Disabled,,Y,1000,0x3678,0x05,Struct,UNS32,0,48000,24000,mV,,,,,,,,
Encoder Single Turn Data Reset Command,编码器单圈值清除指令,Output,34,,Val,UNS8,RW,0,127,0,-,encoder_single_turn_data_reset_cmd,N,Disabled,立即,Y,1,0x366D,0x01,Array,UNS8,0,127,0,,1:编码器1 2:编码器2,,,1262,1,疑问,数据类型是val还是array？,
Encoder Multi Turn Data Reset Command,编码器多圈值清除指令,Output,35,,Val,UNS8,RW,0,127,0,-,encoder_multi_turn_data_reset_cmd,N,Disabled,立即,Y,1,0x366D,0x02,Array,UNS8,0,127,0,,1:编码器1 2:编码器2,,,1263,1,疑问,数据类型是val还是array？,
Encoder Errors Reset Command,编码器错误清除指令,Output,36,,Val,UNS8,RW,0,127,0,-,encoder_errors_reset_cmd,N,Disabled,立即,Y,1,0x366D,0x03,Array,UNS8,0,127,0,,1:编码器1 2:编码器2,,,1264,1,疑问,数据类型是val还是array？,
Encoder1 Frame Data,编码器1帧数据,Feedback,31,,Array,UNS32,RO,0,4294967295,0,-,enc1_frame_data[4],N,Enabled|Disabled,只读,N,1,0x3672,0x01,Array,UNS32,-,-,-,,编码器原始帧数据，用于研发调试使用,,,1291,2,,,
Encoder2 Frame Data,编码器2帧数据,Feedback,32,,Array,UNS32,RO,0,4294967295,0,-,enc2_frame_data[4],N,Enabled|Disabled,只读,N,1,0x3673,0x01,Array,UNS32,-,-,-,,编码器原始帧数据，用于研发调试使用,,,1301,2,,,
Encoder1 Single Turn Position,编码器1单圈位置值,Feedback,33,,Val,UNS32,RO,0,4294967295,0,P,enc1_single_turn_position,N,Enabled|Disabled,只读,Y,1,0x3676,0x01,Struct,UNS32,0,4294967295,0,,,,,1317,2,,,
Encoder1 Multi Turn Position,编码器1多圈位置值,Feedback,34,,Val,UNS32,RO,0,4294967295,0,P,enc1_multi_turn_position,N,Enabled|Disabled,只读,Y,1,0x3676,0x02,Struct,UNS32,0,4294967295,0,,,,,1319,2,,,
Encoder2 Single Turn Position,编码器2单圈位置值,Feedback,35,,Val,UNS32,RO,0,4294967295,0,P,enc2_single_turn_position,N,Enabled|Disabled,只读,Y,1,0x3676,0x03,Struct,UNS32,0,4294967295,0,,,,,1321,2,,,
Encoder2 Multi Turn Position,编码器2多圈位置值,Feedback,36,,Val,UNS32,RO,0,4294967295,0,P,enc2_multi_turn_position,N,Enabled|Disabled,只读,Y,1,0x3676,0x04,Struct,UNS32,0,4294967295,0,,,,,1323,2,,,
Hall Sensor Data,霍尔传感器数据,Feedback,37,,Val,UNS8,RO,0,127,0,-,hall_sensor_data,N,Enabled|Disabled,只读,Y,1,0x3677,0x00,Val,UNS8,0,127,0,,Hall原始数据，按bit显示,,,1324,1,,,
IO Trigger Position Record Value,IO触发位置记录值,Calc,25,,Array,INTEGER64,RO,-9223372036854775808,9223372036854775807,0,-,io_trigger_position_record_value[8],N,Enabled|Disabled,只读,Y,1,0x3671,0x01,Array,INTEGER32,-2147483648,2147483647,0,-,,,,1273,2,疑问,数据类型前后不一致,
Electrical Angle Actual Value,电角度当前值,Calc,26,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,rad,elec_angle_actual_value,N,Enabled|Disabled,只读,Y,1000,0x3674,,Val,UNS32,0,4294967295,0,mrad,,,,1309,2,,,
Interpolation Period Actual Value,插值周期当前值,Calc,27,,Val,UNS32,RO,0,4294967295,0,mcu cycle,ip_period_actual_value,N,Enabled|Disabled,只读,Y,1,0x3675,0x01,Struct,UNS32,0,4294967295,0,cycle,,,,1311,2,,,
Interpolation Period Estimated Value,插值周期估计值,Calc,28,,Val,UNS32,RO,0,4294967295,0,mcu cycle,ip_period_est_value,N,Enabled|Disabled,只读,Y,1,0x3675,0x02,Struct,UNS32,0,4294967295,0,cycle,,,,1313,2,,,
Interpolation Time Phase,插值时间相位,Calc,29,,Val,REAL32,RO,-3.40282347e+38,3.40282347e+38,0,s,ip_time_phase,N,Enabled|Disabled,只读,Y,1000000,0x3675,0x03,Struct,UNS32,0,4294967295,0,us,,,,1315,2,,,
Object Dictionary Index Remap Config,对象字典索引重映射配置,Commucation,,,Val,UNS32,RW,0,4294967295,0,-,"",Y,Any Status,立即,Y,1,0x4000,0x00,Val,UNS32,0,4294967295,0,-,,,,,,,,通讯参数
CustomControlWord,自定义控制字,Commucation,,,Val,UNS16,RW,0,65535,0,-,"",Y,Any Status,立即,Y,1,0x4040,0x00,Val,UNS16,0,65535,0,-,,,,,,,,通讯参数
CustomMode,自定义模式,Commucation,,,Val,UNS16,RW,0,65535,0,-,"",Y,Any Status,立即,Y,1,0x4060,0x00,Val,UNS16,0,65535,0,-,,,,,,,,通讯参数
CustomStatusWord,自定义状态字,Commucation,,,Val,INTEGER8,RO,-1,127,0,-,"",Y,Any Status,只读,Y,1,0x4041,0x00,Val,INTEGER8,-1,127,0,-,,,,,,,,通讯参数
CustomModeDisplay,自定义模式显示,Commucation,,,Val,INTEGER8,RO,-1,127,0,-,"",Y,Any Status,只读,Y,1,0x4061,0x00,Val,INTEGER8,-1,127,0,-,,,,,,,,通讯参数
Encoder1 Single Turn Software Resolution,编码器1单圈软件分辨率,ExternalDevice,78,,Val,UNS32,RW,0,4294967295,-,P,enc1_single_turn_sw_res,Y,Disabled,重启,Y,1,0x36A0,0x00,Val,UNS32,0,4294967295,0,p,,,,2953,2,,,编码器参数
Encoder2 Single Turn Software Resolution,编码器2单圈软件分辨率,ExternalDevice,79,,Val,UNS32,RW,0,4294967295,-,P,enc2_single_turn_sw_res,Y,Disabled,重启,Y,1,0x36A1,0x00,Val,UNS32,0,4294967295,0,p,,,,2955,2,,,编码器参数
External Force Compensation Enable,外力补偿开关,Service,147,,Val,UNS8,RW,0,1,0,-,ext_force_comp_enable,Y,Disabled,立即,Y,1,0x3669,0x00,Val,UNS8,0,1,0,-,,,,1254,1,,,力控模式参数
External Force Compensation Point Number,外力补偿点数,Service,148,,Val,UNS8,RW,0,255,0,-,ext_force_comp_point_number,Y,Disabled,立即,Y,1,0x366A,0x01,Struct,UNS8,0,255,0,-,,,,1255,1,,,力控模式参数
External Force Compensation Start Position,外力补偿起始位置,Service,149,,Val,INTEGER64,RW,-9223372036854775808,9223372036854775807,0,P,ext_force_comp_start_position,Y,Disabled,立即,Y,1,0x366A,0x02,Struct,INTEGER32,-2147483648,2147483647,0,P,,,,1257,2,,,力控模式参数
External Force Compensation Interpolation Interval,外力补偿插值间隔,Service,150,,Val,INTEGER32,RW,-2147483648,2147483647,100,P,ext_force_comp_interp_interval,Y,Disabled,立即,Y,1,0x366A,0x03,Struct,INTEGER32,-2147483648,2147483647,100,P,,,,1259,2,,,力控模式参数
Force Constant Calibration Enable,力常数校准开关,Service,151,,Val,UNS8,RW,0,1,0,-,force_constant_calib_enable,Y,Disabled,立即,Y,1,0x3684,0x00,Val,UNS8,0,1,0,-,,,,1888,1,,,力控模式参数
Force Constant Calibration Point Number,力常数校准点数,Service,152,,Val,UNS8,RW,0,255,0,-,force_constant_calib_point_number,Y,Disabled,立即,Y,1,0x3685,0x01,Struct,UNS8,0,255,0,-,,,,1889,1,,,力控模式参数
Force Constant Calibration Start Position,力常数校准起始位置,Service,153,,Val,INTEGER64,RW,-9223372036854775808,9223372036854775807,0,P,force_constant_calib_start_position,Y,Disabled,立即,Y,1,0x3685,0x02,Struct,INTEGER32,-2147483648,2147483647,0,P,,,,1891,2,,,力控模式参数
Force Constant Calibration Interpolation Interval,力常数校准插值间隔,Service,154,,Val,INTEGER32,RW,-2147483648,2147483647,100,P,force_constant_calib_interp_interval,Y,Disabled,立即,Y,1,0x3685,0x03,Struct,INTEGER32,-2147483648,2147483647,100,P,,,,1893,2,,,力控模式参数
Application Force Limit,应用力限制,Service,155,,Val,INTEGER32,RW,-2147483648,2147483647,0,ADC,app_force_limit,Y,Any Status,立即,Y,1,0x3687,0x00,Val,INTEGER32,-2147483648,2147483647,0,ADC,,,,2405,2,,,力控模式参数
Target Force Offset,目标力偏置,Service,156,,Val,INTEGER32,RW,-2147483648,2147483647,0,ADC,target_force_offset,Y,Any Status,立即,Y,1,0x36A6,0x00,Val,INTEGER32,-2147483648,2147483647,0,ADC,,,,2965,2,,,力控模式参数
Vector Pulse Electrical Angle Align Pulse Amplitude,矢量脉冲寻相脉冲幅值,Service,157,,Val,REAL32,RW,3.40282347e+38,motor_param_.motor_cont_current * app_param_.ident_current_amp_relative * 0.01f ,1,A,vector_pulse_elec_angle_align_pulse_amp,Y,Disabled,只读,Y,1,,,,,#N/A,#N/A,1,A,,,,,,,,辨识功能参数
Vector Pulse Electrical Angle Align Pulse Duration,矢量脉冲寻相脉冲持续时间,Service,158,,Val,REAL32,RW,3.40282347e+38,0.025,1,s,vector_pulse_elec_angle_align_pulse_duration,Y,Disabled,立即,Y,1,,,,,#N/A,#N/A,1,ms,,,,,,,,辨识功能参数
Mover State,动子状态,FTStatus,159,,Val,UNS8,RO,N,N,0,-,mover_state,N,Disabled,立即,Y,1,0x5000,0x00,Val,UNS8,0,255,0,-,,,,,,,,柔性参数
Mover Length,动子长度,FTParam,162,,Val,UNS32,RW,N,N,120000,P,mover_length,Y,Disabled,立即,Y,1,0x5001,0x01,Struct,UNS32,0,4294967295,120000,P,,,,,,,,柔性参数
Coil Length,线圈长度,FTParam,163,,Val,UNS32,RW,N,N,80000,P,coil_length,Y,Disabled,立即,Y,1,0x5001,0x02,Struct,UNS32,0,4294967295,80000,P,,,,,,,,柔性参数
Coil Gap Width,线圈间隙宽度,FTParam,164,,Val,UNS32,RW,N,N,1000,P,coil_gap_width,Y,Disabled,立即,Y,1,0x5001,0x03,Struct,UNS32,0,4294967295,1000,P,,,,,,,,柔性参数
Coil Installation Position Error,线圈安装位置误差,FTParam,165,,Val,INTEGER32,RW,N,N,1000,P,coil_installation_position_error,Y,Disabled,立即,Y,1,0x5001,0x04,Struct,INTEGER32,-2147483648,2147483647,1000,P,,,,,,,,柔性参数
Coil Encoder Center Position Error,线圈与编码器中心位置误差,FTParam,166,,Val,INTEGER32,RW,N,N,0,P,coil_encoder_center_position_error,Y,Disabled,立即,Y,1,0x5001,0x05,Struct,INTEGER32,-2147483648,2147483647,0,P,,,,,,,,柔性参数
Position Conversion Dead Zone,位置转换死区,FTParam,167,,Val,UNS32,RW,N,N,2000,P,position_conversion_dead_zone,Y,Disabled,立即,Y,1,0x5001,0x06,Struct,UNS32,0,4294967295,2000,P,,,,,,,,柔性参数
Encoder Data Offset,编码器数据偏移值,FTParam,168,,Val,INTEGER32,RW,N,N,0,P,enc_data_offset,Y,Disabled,立即,Y,1,0x5001,0x07,Struct,UNS32,0,4294967295,0,P,,,,,,,,柔性参数
Observer Initialization Distance,观测器初始化距离,FTParam,169,,Val,UNS32,RW,N,N,2000,P,observer_init_distance,Y,Disabled,立即,Y,1,0x5001,0x08,Struct,UNS32,0,4294967295,2000,P,,,,,,,,柔性参数
Transition Current Limit Mode,过渡电流限制模式,FTParam,170,,Val,UNS8,RW,N,2,1,-,transition_current_limit_mode,Y,Disabled,立即,Y,1,0x5002,0x01,Struct,UNS8,0,255,1,-,,,,,,,,柔性参数
Transition Current Limit Ratio,过渡电流限幅比例,FTParam,171,,Val,REAL32,RW,0,1,0.45,‰,transition_current_limit_ratio,Y,Disabled,立即,Y,1,0x5002,0x02,Struct,UNS16,0,65535,0.45,‰,,,,,,,,柔性参数
Transition Current Limit Parameter 1,过渡电流限幅参数1,FTParam,172,,Val,REAL32,RW,0,1,0.5,‰,transition_current_limit_param_1,Y,Disabled,立即,Y,1,0x5002,0x03,Struct,UNS16,0,65535,0.5,‰,,,,,,,,柔性参数
Transition Current Limit Parameter 2,过渡电流限幅参数2,FTParam,173,,Val,REAL32,RW,0,1,0.5,‰,transition_current_limit_param_2,Y,Disabled,立即,Y,1,0x5002,0x04,Struct,UNS16,0,65535,0.5,‰,,,,,,,,柔性参数
